track,outcome,spec_id,spec_label,hypothesis_family,treatment_columns,n_treatments,weight_status,weight_column,sample_n,engine_target,x_block_id,x_exclude_columns,status,notes,folds,nuisance_learner,x_feature_count,engine_impl,coefficient_rows,outcome_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,error_message
track2,belonging_stance,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Primary Track 2 joint mechanism comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,0.09319078528082247,0.20750780176198033,0.01494652155249776,3477.635084041861,
track2,belonging_stance,timing_dummy,Adolescent timing contrast,H1_H2,adolescent_exposure_flag,1,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Timing-only contrast for Track 2 continuous outcomes.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,0.09319078528082247,0.9964148817704993,0.00020548606959491789,21.57162452905731,
track2,belonging_stance,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Interaction model for Track 2.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,0.09319078528082247,0.26776212318933684,0.003052193138487369,17516.61287502029,
track2,belonging_stance,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,ipw,ipw_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.308044800450628,0.26440024017715175,0.05903262033232792,187.64958984672765,
track2,how_multimodal_score_mean,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Primary Track 2 joint mechanism comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.17630782238296727,0.20750780176198033,0.006726872415177776,3477.635084041861,
track2,how_multimodal_score_mean,timing_dummy,Adolescent timing contrast,H1_H2,adolescent_exposure_flag,1,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Timing-only contrast for Track 2 continuous outcomes.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.17630782238296727,0.9964148817704993,3.260835662377559e-05,21.57162452905731,
track2,how_multimodal_score_mean,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Interaction model for Track 2.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.17630782238296727,0.26776212318933684,0.0030275661868011117,17516.61287502029,
track2,how_multimodal_score_mean,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,ipw,ipw_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.34530343686298726,0.26440024017715175,0.03119320187910979,187.64958984672765,
track2,authority_stance,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Primary Track 2 joint mechanism comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.3464896241871518,0.19979454640162309,0.040975474322759275,3435.418230326603,
track2,authority_stance,timing_dummy,Adolescent timing contrast,H1_H2,adolescent_exposure_flag,1,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Timing-only contrast for Track 2 continuous outcomes.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.3464896241871518,0.9951321142642756,0.0034000572837158405,21.49027882199126,
track2,authority_stance,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Interaction model for Track 2.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.3464896241871518,0.27251733561831204,0.05066297850782986,17298.688036703814,
track2,authority_stance,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,rake,rake_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.4051568155433545,0.26619190422928113,0.009555568749446852,182.1800368854092,
track2,belonging_stance,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Primary Track 2 joint mechanism comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.045747233787644115,0.19979454640162309,0.0236382554399841,3435.418230326603,
track2,belonging_stance,timing_dummy,Adolescent timing contrast,H1_H2,adolescent_exposure_flag,1,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Timing-only contrast for Track 2 continuous outcomes.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.045747233787644115,0.9951321142642756,0.0008675445083153877,21.49027882199126,
track2,belonging_stance,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Interaction model for Track 2.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.045747233787644115,0.27251733561831204,0.007359302457786265,17298.688036703814,
track2,belonging_stance,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,rake,rake_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.3933078662469931,0.26619190422928113,0.05314616385220394,182.1800368854092,
track2,how_multimodal_score_mean,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Primary Track 2 joint mechanism comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.20953593477340293,0.19979454640162309,0.004963501613093224,3435.418230326603,
track2,how_multimodal_score_mean,timing_dummy,Adolescent timing contrast,H1_H2,adolescent_exposure_flag,1,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Timing-only contrast for Track 2 continuous outcomes.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.20953593477340293,0.9951321142642756,0.001844234053478222,21.49027882199126,
track2,how_multimodal_score_mean,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Interaction model for Track 2.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.20953593477340293,0.27251733561831204,0.00683964580819818,17298.688036703814,
track2,how_multimodal_score_mean,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,rake,rake_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.3371927564981996,0.26619190422928113,0.025370400483411326,182.1800368854092,
