track,outcome,spec_id,spec_label,hypothesis_family,treatment_columns,n_treatments,weight_status,weight_column,sample_n,engine_target,x_block_id,x_exclude_columns,status,notes,folds,nuisance_learner,x_feature_count,engine_impl,coefficient_rows,outcome_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,error_message
track1_ilr,ilr_joint6_2,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.305759440281822,0.20750780176198033,0.004674627675078646,3477.635084041861,
track1_ilr,ilr_joint6_2,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,1,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Sensitive-period timing contrast.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.305759440281822,0.9964148817704993,0.00028993606277494255,21.57162452905731,
track1_ilr,ilr_joint6_2,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Interaction model for timing-by-dosage and timing-by-severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.305759440281822,0.26776212318933684,0.006334752354627771,17516.61287502029,
track1_ilr,ilr_joint6_2,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,ipw,ipw_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.21566014019539836,0.26440024017715175,0.004062780043349035,187.64958984672765,
track1_ilr,ilr_joint6_3,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.15666610550909033,0.20750780176198033,0.0017256565331906781,3477.635084041861,
track1_ilr,ilr_joint6_3,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,1,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Sensitive-period timing contrast.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.15666610550909033,0.9964148817704993,0.00028952415222105454,21.57162452905731,
track1_ilr,ilr_joint6_3,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Interaction model for timing-by-dosage and timing-by-severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.15666610550909033,0.26776212318933684,0.009758887162826357,17516.61287502029,
track1_ilr,ilr_joint6_3,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,ipw,ipw_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.2957819246523514,0.26440024017715175,0.026205384911169638,187.64958984672765,
track1_ilr,ilr_joint6_4,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.22523066328917918,0.20750780176198033,0.01580255707818179,3477.635084041861,
track1_ilr,ilr_joint6_4,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,1,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Sensitive-period timing contrast.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.22523066328917918,0.9964148817704993,0.0009502227562994126,21.57162452905731,
track1_ilr,ilr_joint6_4,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Interaction model for timing-by-dosage and timing-by-severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.22523066328917918,0.26776212318933684,0.016875778459104485,17516.61287502029,
track1_ilr,ilr_joint6_4,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,ipw,ipw_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.25855497775251957,0.26440024017715175,0.01850008128425229,187.64958984672765,
track1_ilr,ilr_joint6_5,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.3282957468482104,0.20750780176198033,0.013491030970369411,3477.635084041861,
track1_ilr,ilr_joint6_5,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,1,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Sensitive-period timing contrast.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.3282957468482104,0.9964148817704993,9.841570698665425e-05,21.57162452905731,
track1_ilr,ilr_joint6_5,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Interaction model for timing-by-dosage and timing-by-severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.3282957468482104,0.26776212318933684,0.015308897592296145,17516.61287502029,
track1_ilr,ilr_joint6_5,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,ipw,ipw_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.4702663121841524,0.26440024017715175,0.012301209492068477,187.64958984672765,
track1_ilr,ilr_what3_1,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.30116673887445544,0.20750780176198033,0.003207786092369047,3477.635084041861,
track1_ilr,ilr_what3_1,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,1,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Sensitive-period timing contrast.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.30116673887445544,0.9964148817704993,0.0015450845614078945,21.57162452905731,
track1_ilr,ilr_what3_1,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Interaction model for timing-by-dosage and timing-by-severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.30116673887445544,0.26776212318933684,0.0041857739577020325,17516.61287502029,
track1_ilr,ilr_what3_1,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,ipw,ipw_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.3969631575658543,0.26440024017715175,0.006360363288279269,187.64958984672765,
track1_ilr,ilr_what3_2,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.13175695080288752,0.20750780176198033,0.008691624026287648,3477.635084041861,
track1_ilr,ilr_what3_2,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,1,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Sensitive-period timing contrast.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.13175695080288752,0.9964148817704993,0.00038410586349990616,21.57162452905731,
track1_ilr,ilr_what3_2,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Interaction model for timing-by-dosage and timing-by-severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.13175695080288752,0.26776212318933684,0.008217677839046367,17516.61287502029,
track1_ilr,ilr_what3_2,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,ipw,ipw_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.25220747431529356,0.26440024017715175,0.0010901728732608529,187.64958984672765,
track1_ilr,ilr_joint6_1,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.30886726170426804,0.19979454640162309,0.012861166947771396,3435.418230326603,
track1_ilr,ilr_joint6_1,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,1,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Sensitive-period timing contrast.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.30886726170426804,0.9951321142642756,9.079592134308978e-05,21.49027882199126,
track1_ilr,ilr_joint6_1,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Interaction model for timing-by-dosage and timing-by-severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.30886726170426804,0.27251733561831204,0.011066656356990556,17298.688036703814,
track1_ilr,ilr_joint6_1,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,rake,rake_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.3760436498740405,0.26619190422928113,0.014853769525340677,182.1800368854092,
track1_ilr,ilr_joint6_2,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.36041570586561433,0.19979454640162309,0.003246129241814999,3435.418230326603,
track1_ilr,ilr_joint6_2,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,1,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Sensitive-period timing contrast.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.36041570586561433,0.9951321142642756,0.0010687272543496995,21.49027882199126,
track1_ilr,ilr_joint6_2,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Interaction model for timing-by-dosage and timing-by-severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.36041570586561433,0.27251733561831204,0.004502001872426442,17298.688036703814,
track1_ilr,ilr_joint6_2,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,rake,rake_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.32784114932684916,0.26619190422928113,0.0023411775927870693,182.1800368854092,
track1_ilr,ilr_joint6_3,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,3,-0.18278353188393592,0.19979454640162309,0.0045619530344952475,3435.418230326603,
track1_ilr,ilr_joint6_3,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,1,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Sensitive-period timing contrast.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.18278353188393592,0.9951321142642756,0.0025379245759802327,21.49027882199126,
track1_ilr,ilr_joint6_3,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,5,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Interaction model for timing-by-dosage and timing-by-severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,5,-0.18278353188393592,0.27251733561831204,0.012326766964827485,17298.688036703814,
track1_ilr,ilr_joint6_3,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,3,rake,rake_weight_v1,632,dml_plr,h5_no_interview_year_controls,interview_year;age_at_interview,estimated,Interview-year moderation with direct interview-year controls removed from X to avoid exact collinearity.,5,lightgbm_regressor,28,crossfit_plr_residual_ols_hc3_v1,3,-0.3540967387242051,0.26619190422928113,0.024446270017044802,182.1800368854092,
